date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:28:26	557/557	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Feb%202021%2008:58:25%20GMT	http://pxdraft.com/robots.txt		(from )
14:28:37	51711/51711	---M-Z	200	added ('OK')	text/html	etag:%2253414ca-c9ff-5b2bea8b8de67-gzip%22	http://pxdraft.com/pxdemo/softon/index.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index.html	(from )
14:28:37	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2253414e2-47e-5b2bea90d7e9a%22	http://pxdraft.com/pxdemo/softon/favicon.ico	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/favicon.ico	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:42	249239/249239	---M--	200	added ('OK')	text/css	etag:%225380e95-3cd97-5b2bea94a60a4%22	http://pxdraft.com/pxdemo/softon/static/css/style.css	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/css/style.css	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:44	5395/5395	---M--	200	added ('OK')	image/svg+xml	etag:%225380ec2-1513-5b2beab0674f7%22	http://pxdraft.com/pxdemo/softon/static/img/logo.svg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/logo.svg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:44	5395/5395	---M--	200	added ('OK')	image/svg+xml	etag:%225380ec1-1513-5b2beab00a4ad%22	http://pxdraft.com/pxdemo/softon/static/img/logo-light.svg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/logo-light.svg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:45	40493/40493	---M-Z	200	added ('OK')	text/html	etag:%2253414c8-9e2d-5b2bea8b0c043-gzip%22	http://pxdraft.com/pxdemo/softon/index-03.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-03.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:46	53649/53649	---M-Z	200	added ('OK')	text/html	etag:%2253414c1-d191-5b2bea8ac66f9-gzip%22	http://pxdraft.com/pxdemo/softon/index-04.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-04.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:47	46438/46438	---M-Z	200	added ('OK')	text/html	etag:%2253414b7-b566-5b2bea8aa3861-gzip%22	http://pxdraft.com/pxdemo/softon/index-05.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-05.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:47	49807/49807	---M-Z	200	added ('OK')	text/html	etag:%2253414c9-c28f-5b2bea8b417bd-gzip%22	http://pxdraft.com/pxdemo/softon/index-02.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-02.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:49	29494/29494	---M-Z	200	added ('OK')	text/html	etag:%2253414dd-7336-5b2bea8f5c840-gzip%22	http://pxdraft.com/pxdemo/softon/index-07.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-07.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:50	43041/43041	---M-Z	200	added ('OK')	text/html	etag:%2253414dc-a821-5b2bea8f7a8b9-gzip%22	http://pxdraft.com/pxdemo/softon/index-08.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-08.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:51	46343/46343	---M-Z	200	added ('OK')	text/html	etag:%2253414db-b507-5b2bea8efa9d6-gzip%22	http://pxdraft.com/pxdemo/softon/index-09.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-09.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:52	34369/34369	---M-Z	200	added ('OK')	text/html	etag:%2253414da-8641-5b2bea8ee59e5-gzip%22	http://pxdraft.com/pxdemo/softon/index-10.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-10.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:53	35078/35078	---M-Z	200	added ('OK')	text/html	etag:%2253414d9-8906-5b2bea8e7f913-gzip%22	http://pxdraft.com/pxdemo/softon/index-11.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-11.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:54	28736/28736	---M-Z	200	added ('OK')	text/html	etag:%2253414d8-7040-5b2bea8e5b6f2-gzip%22	http://pxdraft.com/pxdemo/softon/index-12.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-12.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:55	37145/37145	---M-Z	200	added ('OK')	text/html	etag:%2253414d7-9119-5b2bea8de40c6-gzip%22	http://pxdraft.com/pxdemo/softon/index-13.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-13.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:56	28733/28733	---M-Z	200	added ('OK')	text/html	etag:%2253414d6-703d-5b2bea8de44ae-gzip%22	http://pxdraft.com/pxdemo/softon/about-us.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/about-us.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:57	30975/30975	---M-Z	200	added ('OK')	text/html	etag:%2253414d5-78ff-5b2bea8d6a773-gzip%22	http://pxdraft.com/pxdemo/softon/services.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/services.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:57	45993/45993	---M-Z	200	added ('OK')	text/html	etag:%2253414de-b3a9-5b2bea8fd6964-gzip%22	http://pxdraft.com/pxdemo/softon/index-06.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/index-06.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:58	29199/29199	---M-Z	200	added ('OK')	text/html	etag:%2253414d4-720f-5b2bea8d572db-gzip%22	http://pxdraft.com/pxdemo/softon/pricing.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/pricing.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:28:59	24106/24106	---M-Z	200	added ('OK')	text/html	etag:%2253414d3-5e2a-5b2bea8d03319-gzip%22	http://pxdraft.com/pxdemo/softon/career.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/career.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:00	21408/21408	---M-Z	200	added ('OK')	text/html	etag:%2253414d2-53a0-5b2bea8cef6b0-gzip%22	http://pxdraft.com/pxdemo/softon/single-careers.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/single-careers.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:01	25564/25564	---M-Z	200	added ('OK')	text/html	etag:%2253414d1-63dc-5b2bea8c9880e-gzip%22	http://pxdraft.com/pxdemo/softon/help.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/help.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:02	18889/18889	---M-Z	200	added ('OK')	text/html	etag:%2253414d0-49c9-5b2bea8c7558d-gzip%22	http://pxdraft.com/pxdemo/softon/help-topic.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/help-topic.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:03	18552/18552	---M-Z	200	added ('OK')	text/html	etag:%2253414cf-4878-5b2bea8c32353-gzip%22	http://pxdraft.com/pxdemo/softon/policy.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/policy.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:04	27421/27421	---M-Z	200	added ('OK')	text/html	etag:%2253414ce-6b1d-5b2bea8bf9cfa-gzip%22	http://pxdraft.com/pxdemo/softon/faq.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/faq.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:05	19238/19238	---M-Z	200	added ('OK')	text/html	etag:%2253414cd-4b26-5b2bea8ba882f-gzip%22	http://pxdraft.com/pxdemo/softon/contact-us.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/contact-us.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:06	27344/27344	---M-Z	200	added ('OK')	text/html	etag:%2253414b1-6ad0-5b2bea8a4ba1e-gzip%22	http://pxdraft.com/pxdemo/softon/blog.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/blog.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:07	33317/33317	---M-Z	200	added ('OK')	text/html	etag:%2253414b0-8225-5b2bea8a2491d-gzip%22	http://pxdraft.com/pxdemo/softon/blog-single.html	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/blog-single.html	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:14	6741/6741	---M--	200	added ('OK')	image/svg+xml	etag:%225380ea9-1a55-5b2beaa559755%22	http://pxdraft.com/pxdemo/softon/static/img/feature-2.svg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/feature-2.svg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:16	6660/6660	---M--	200	added ('OK')	image/svg+xml	etag:%225380eab-1a04-5b2beaa5fa591%22	http://pxdraft.com/pxdemo/softon/static/img/feature-4.svg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/feature-4.svg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:29:18	7384/7384	---M--	200	added ('OK')	image/svg+xml	etag:%225380eae-1cd8-5b2beaa69a815%22	http://pxdraft.com/pxdemo/softon/static/img/feature-6.svg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/feature-6.svg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:31:22	656560/656560	---M--	200	added ('OK')	image/jpeg	etag:%225380ea0-a04b0-5b2bea9ff64c8%22	http://pxdraft.com/pxdemo/softon/static/img/bg-1.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/bg-1.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:32:03	817559/817559	---M--	200	added ('OK')	image/jpeg	etag:%225382045-c7997-5b2beabd496d6%22	http://pxdraft.com/pxdemo/softon/static/img/team-1.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/team-1.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:33:21	562304/562304	---M--	200	added ('OK')	image/jpeg	etag:%225382046-89480-5b2beabb9081b%22	http://pxdraft.com/pxdemo/softon/static/img/team-2.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/team-2.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:33:50	533749/533749	---M--	200	added ('OK')	image/jpeg	etag:%225382047-824f5-5b2beabe0105b%22	http://pxdraft.com/pxdemo/softon/static/img/team-3.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/team-3.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:33:56	1493733/1493733	---M--	200	added ('OK')	image/jpeg	etag:%225380ebe-16cae5-5b2beaad61de3%22	http://pxdraft.com/pxdemo/softon/static/img/home-banner-2.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/home-banner-2.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:34:10	1522005/1522005	---M--	200	added ('OK')	image/jpeg	etag:%225380ebf-173955-5b2beaaf2ecef%22	http://pxdraft.com/pxdemo/softon/static/img/home-banner-3.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/home-banner-3.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:15	598104/598104	---M--	200	added ('OK')	image/jpeg	etag:%225382048-92058-5b2beabfebfe0%22	http://pxdraft.com/pxdemo/softon/static/img/team-4.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/team-4.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:16	10325/10325	---M--	200	added ('OK')	image/svg+xml	etag:%225380ea6-2855-5b2beaa341cf7%22	http://pxdraft.com/pxdemo/softon/static/img/contact-us.svg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/contact-us.svg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:34	86659/86659	---M--	200	added ('OK')	application/javascript	etag:%22538204b-15283-5b2beac039a12%22	http://pxdraft.com/pxdemo/softon/static/js/jquery-3.2.1.min.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/js/jquery-3.2.1.min.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:37	4228/4228	---M--	200	added ('OK')	application/javascript	etag:%22538205d-1084-5b2beac5d7620%22	http://pxdraft.com/pxdemo/softon/static/vendor/appear/jquery.appear.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/appear/jquery.appear.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:40	565463/565463	---M--	200	added ('OK')	image/jpeg	etag:%225380ea1-8a0d7-5b2bea9d4592e%22	http://pxdraft.com/pxdemo/softon/static/img/blog-1.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/blog-1.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:43	3761/3761	---M--	200	added ('OK')	application/javascript	etag:%22538205e-eb1-5b2beac5feef1%22	http://pxdraft.com/pxdemo/softon/static/vendor/counter/jquery.countTo.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/counter/jquery.countTo.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:46	12462/12462	---M--	200	added ('OK')	application/javascript	etag:%22538206d-30ae-5b2beacbb9fc0%22	http://pxdraft.com/pxdemo/softon/static/vendor/typed/typed.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/typed/typed.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:52	81084/81084	---M--	200	added ('OK')	application/javascript	etag:%225382099-13cbc-5b2bead9d3a07%22	http://pxdraft.com/pxdemo/softon/static/vendor/bootstrap/js/bootstrap.bundle.min.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/bootstrap/js/bootstrap.bundle.min.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:56	42766/42766	---M--	200	added ('OK')	application/javascript	etag:%22538210c-a70e-5b2beaf674498%22	http://pxdraft.com/pxdemo/softon/static/vendor/owl-carousel/js/owl.carousel.min.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/owl-carousel/js/owl.carousel.min.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:35:58	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%225382068-4ef8-5b2beac9bdecb%22	http://pxdraft.com/pxdemo/softon/static/vendor/magnific/jquery.magnific-popup.min.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/magnific/jquery.magnific-popup.min.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:36:01	4539/4539	---M--	200	added ('OK')	application/javascript	etag:%22538206e-11bb-5b2beacc10e62%22	http://pxdraft.com/pxdemo/softon/static/vendor/svginjector/svg-injector.min.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/svginjector/svg-injector.min.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:36:03	663470/663470	---M--	200	added ('OK')	image/jpeg	etag:%225380ea2-a1fae-5b2bea9f5950c%22	http://pxdraft.com/pxdemo/softon/static/img/blog-2.jpg	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/img/blog-2.jpg	(from http://pxdraft.com/pxdemo/softon/index.html)
14:36:04	35503/35503	---M--	200	added ('OK')	application/javascript	etag:%225382061-8aaf-5b2beac7a2204%22	http://pxdraft.com/pxdemo/softon/static/vendor/isotope/isotope.pkgd.min.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/isotope/isotope.pkgd.min.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:36:06	58578/58578	---M--	200	added ('OK')	text/css	etag:%2253820f6-e4d2-5b2beaea367a6%22	http://pxdraft.com/pxdemo/softon/static/vendor/fontawesome/css/all.min.css	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/fontawesome/css/all.min.css	(from http://pxdraft.com/pxdemo/softon/static/css/style.css)
14:36:08	10401/10401	---M--	200	added ('OK')	application/javascript	etag:%22538204a-28a1-5b2beabf5887c%22	http://pxdraft.com/pxdemo/softon/static/js/custom.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/js/custom.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:36:08	321/321	---M--	200	added ('OK')	text/css	etag:%225382065-141-5b2beac824fc8%22	http://pxdraft.com/pxdemo/softon/static/vendor/jarallax/jarallax.css	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/jarallax/jarallax.css	(from http://pxdraft.com/pxdemo/softon/static/css/style.css)
14:36:10	36240/36240	---M--	200	added ('OK')	application/javascript	etag:%225382062-8d90-5b2beac77a163%22	http://pxdraft.com/pxdemo/softon/static/vendor/jarallax/jarallax-all.js	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/jarallax/jarallax-all.js	(from http://pxdraft.com/pxdemo/softon/index.html)
14:36:10	6951/6951	---M--	200	added ('OK')	text/css	etag:%22538206a-1b27-5b2beaca0cc85%22	http://pxdraft.com/pxdemo/softon/static/vendor/magnific/magnific-popup.css	/Users/yagneshmodh/Documents/Projects/Templates/startup/pxdraft.com/pxdemo/softon/static/vendor/magnific/magnific-popup.css	(from http://pxdraft.com/pxdemo/softon/static/css/style.css)
